num_large_appliances,total_units_purchased,total_units_purchased_on_mfr_coup,total_units_purchased_on_store_coup,num_small_appliances,num_pets,num_members_in_household,household_income,male_head_avg_work_hours,female_head_avg_work_hours,household_id,rim_market,primary_head_avg_work_hours,total_head_avg_work_hours,weekday_shopper,weekday_purchase_percentage,residence_status,k3
8,119,0,0,13,2,3,7,0,0,1130229,1,0,0,1,0.57142857,1,2
12,89,0,0,15,0,2,11,40,50,1130237,1,50,90,1,0.52808989,1,2
12,60,2,4,10,0,3,5,24,40,1130302,1,40,64,1,0.63333333,1,2
13,91,11,2,16,0,2,6,45,40,1130351,1,40,85,0,0.10989011,1,0
6,33,0,0,13,0,1,3,0,49,1130393,1,49,49,1,0.60606061,1,2
12,212,0,1,13,0,4,8,45,6,1130435,1,6,51,1,0.8254717,1,2
2,91,2,2,6,0,1,1,0,0,1130468,1,0,0,1,0.73626374,2,2
10,60,4,3,9,0,2,5,45,0,1130476,1,0,45,1,0.83333333,1,2
14,30,2,0,14,0,2,8,40,0,1130492,1,0,40,0,0.33333333,1,0
10,122,0,3,14,0,2,5,0,0,1130559,1,0,0,1,0.90163934,1,2
14,255,3,2,9,1,4,8,40,45,1130583,1,45,85,1,0.59607843,1,2
7,511,0,7,15,2,7,7,40,30,1130682,1,30,70,1,0.50684932,1,2
14,300,0,1,13,2,4,5,40,15,1130690,1,15,55,1,0.73333333,1,2
10,161,0,0,12,0,2,2,0,40,1130708,1,40,40,0,0.44720497,1,0
10,43,0,0,10,2,2,10,50,0,1130732,1,0,50,1,0.6744186,1,2
12,87,0,1,15,0,3,13,45,20,1130765,1,20,65,1,0.91954023,1,2
7,18,1,1,15,0,2,5,0,50,1130807,1,50,50,0,0.5,2,0
12,123,0,0,12,0,2,3,0,0,1130815,1,0,0,1,0.80487805,2,2
4,91,0,1,7,0,1,2,0,40,1130823,1,40,40,0,0.28571429,2,0
12,96,0,0,14,4,2,7,50,40,1130831,1,40,90,1,0.67708333,1,2
10,30,0,3,17,0,2,9,40,40,1130864,1,40,80,1,0.7,1,2
11,125,6,0,14,0,2,5,50,30,1130906,1,30,80,1,0.584,1,2
10,296,1,1,13,1,6,11,50,0,1130930,1,0,50,1,0.92567568,2,2
10,52,12,8,8,0,1,2,0,0,1130997,1,0,0,1,0.84615385,1,2
8,44,0,8,14,1,2,10,50,35,1131011,1,35,85,1,0.95454545,1,2
7,126,1,0,9,4,4,10,45,45,1131052,1,45,90,1,0.61111111,1,2
10,175,6,10,17,0,3,6,50,60,1131060,1,60,110,1,0.62857143,1,2
7,19,0,0,7,1,1,5,0,0,1131078,1,0,0,1,0.52631579,1,2
14,62,0,0,15,2,4,9,45,40,1131102,1,40,85,1,0.58064516,1,2
10,180,7,6,12,0,2,3,0,0,1131128,1,0,0,0,0.45555556,1,0
12,165,0,0,8,0,5,8,40,40,1131136,1,40,80,0,0.4969697,1,0
12,132,0,2,14,0,2,9,40,0,1131151,1,0,40,1,0.75757576,1,2
14,235,0,1,17,1,7,12,45,0,1131169,1,0,45,1,0.72765957,1,2
8,135,10,3,8,0,2,4,0,0,1131185,1,0,0,1,0.6962963,1,2
10,67,0,0,10,1,2,3,24,0,1131193,1,0,24,1,0.8358209,1,2
14,191,7,14,19,1,2,8,40,40,1131243,1,40,80,1,0.98429319,1,2
8,52,0,10,12,0,3,6,40,40,1131250,1,40,80,1,0.94230769,1,2
5,35,0,0,6,0,2,7,48,50,1131300,1,50,98,1,0.74285714,2,2
11,228,0,2,17,0,3,11,45,0,1131342,1,0,45,0,0.42982456,1,0
7,318,5,2,15,0,4,3,40,0,1131367,1,0,40,0,0.44654088,1,0
12,254,0,4,15,0,3,9,50,40,1131375,1,40,90,1,0.88188976,1,2
10,153,1,7,11,0,3,9,48,2,1131409,1,2,50,1,0.7254902,1,2
10,71,4,0,12,1,3,5,60,30,1131417,1,30,90,1,0.6056338,1,2
14,118,3,2,16,0,3,7,40,20,1131425,1,20,60,1,0.57627119,1,2
10,135,0,1,15,1,1,4,0,0,1131433,1,0,0,1,0.79259259,1,2
12,14,1,0,7,2,1,5,0,40,1131466,1,40,40,0,0.35714286,1,0
14,261,0,0,12,0,3,5,0,0,1131516,1,0,0,1,0.8045977,1,2
8,80,5,0,7,0,2,2,25,15,1131581,1,15,40,1,1,2,2
12,152,5,4,14,1,6,6,40,35,1131615,1,35,75,0,0.41447368,1,0
10,165,0,26,6,0,2,2,0,0,1131664,1,0,0,1,0.83636364,1,2
10,175,0,0,14,3,5,6,24,53,1131672,1,53,77,1,0.74857143,1,2
14,238,4,3,14,1,2,8,45,20,1131714,1,20,65,1,0.86554622,1,2
6,163,5,1,12,0,2,3,0,40,1131755,1,40,40,1,0.72392638,2,2
2,135,4,1,12,0,3,2,0,40,1131763,1,40,40,1,0.6962963,2,2
4,77,4,4,11,0,2,2,0,0,1131805,1,0,0,1,0.7012987,2,2
10,217,0,0,7,0,4,7,45,28,1131813,1,28,73,0,0.4516129,1,0
16,158,0,8,16,1,4,14,50,0,1131920,1,0,50,1,0.8164557,1,2
8,79,6,2,17,0,2,7,40,40,1131938,1,40,80,1,0.5443038,2,2
10,89,0,8,11,0,3,6,70,16,1132100,1,16,86,1,0.64044944,2,2
10,335,19,78,14,3,3,6,0,40,1132126,1,40,40,1,0.7880597,1,2
11,131,0,3,14,1,2,8,40,40,1132142,1,40,80,1,0.77862595,1,2
8,194,5,3,15,0,4,8,44,22,1132183,1,22,66,1,0.74226804,1,2
2,52,0,3,8,0,1,2,0,0,1132324,1,0,0,1,0.78846154,2,2
3,80,10,0,9,0,2,5,0,0,1132365,1,0,0,1,0.7125,1,2
11,83,0,0,11,0,4,5,45,40,1132373,1,40,85,1,0.56626506,1,2
14,140,0,3,13,0,3,9,55,35,1132381,1,35,90,1,0.77857143,1,2
11,150,1,0,15,0,5,5,40,20,1132399,1,20,60,0,0.44,1,0
10,9,1,0,10,0,1,2,0,0,1132407,1,0,0,1,1,1,2
14,160,4,3,21,1,4,6,48,40,1132423,1,40,88,1,0.68125,1,2
12,66,0,0,17,2,2,6,0,40,1132449,1,40,40,1,0.54545455,1,2
6,17,0,0,11,1,1,5,0,36,1132456,1,36,36,0,0.41176471,2,0
10,242,1,3,13,1,5,11,44,35,1132498,1,35,79,1,0.96280992,1,2
9,147,7,3,10,0,4,7,40,24,1132506,1,24,64,1,0.91156463,1,2
14,348,0,1,12,1,3,8,40,45,1132555,1,45,85,0,0.29597701,1,0
2,122,0,7,13,0,1,3,0,40,1132613,1,40,40,1,0.78688525,2,2
7,133,0,1,12,1,2,5,0,40,1132621,1,40,40,1,0.73684211,1,2
10,115,2,17,10,0,2,6,40,37,1132639,1,37,77,1,0.80869565,1,2
10,88,0,0,6,2,2,3,0,0,1132670,1,0,0,1,0.73863636,1,2
14,98,5,5,17,1,4,7,40,15,1132803,1,15,55,1,0.85714286,1,2
14,87,2,12,14,1,4,8,50,20,1132951,1,20,70,0,0.16091954,1,0
8,237,13,9,12,0,3,5,40,40,1132969,1,40,80,1,0.67510549,1,2
13,573,0,0,16,2,2,10,40,40,1132993,1,40,80,0,0.28621291,3,0
10,113,0,0,15,1,4,8,40,40,1133041,1,40,80,1,0.6460177,1,2
12,117,0,1,13,1,4,9,40,40,1133090,1,40,80,1,0.66666667,1,2
5,352,0,2,10,2,2,4,0,40,1133108,1,40,40,1,0.76988636,1,2
7,94,17,8,7,0,2,3,0,0,1133124,1,0,0,1,0.84042553,2,2
10,89,3,0,16,0,2,6,0,40,1133132,1,40,40,0,0.21348315,1,0
12,248,0,2,19,3,3,10,45,0,1133140,1,0,45,1,0.72177419,1,2
10,74,1,1,15,1,3,5,48,23,1133157,1,23,71,0,0.33783784,1,0
5,84,0,0,11,1,2,4,0,40,1133165,1,40,40,0,0.4047619,1,0
12,184,4,3,18,1,4,6,40,22,1133199,1,22,62,1,0.76086957,1,2
18,152,2,0,17,1,4,11,55,32,1133207,1,32,87,0,0.46052632,1,0
12,44,2,4,19,1,2,6,40,40,1133249,1,40,80,1,0.95454545,1,2
4,69,4,0,9,0,2,2,0,0,1133256,1,0,0,1,0.79710145,2,2
5,61,0,0,5,0,1,2,0,40,1133264,1,40,40,0,0.42622951,2,0
7,402,2,3,12,1,2,2,0,30,1133272,1,30,30,1,0.85572139,2,2
11,210,0,2,13,1,4,9,40,40,1133306,1,40,80,0,0.49047619,1,0
8,161,0,4,13,2,1,7,0,40,1133314,1,40,40,1,0.78881988,1,2
10,104,0,18,14,0,3,5,37,25,1133348,1,25,62,1,0.69230769,1,2
12,53,4,3,10,0,2,6,20,25,1133355,1,25,45,1,0.60377358,1,2
10,175,1,2,14,1,3,3,0,45,1133371,1,45,45,1,0.50285714,2,2
10,198,0,1,16,1,6,9,45,30,1133389,1,30,75,1,0.57070707,1,2
14,68,0,12,13,2,2,9,0,50,1133397,1,50,50,1,0.88235294,1,2
12,328,0,0,11,0,4,7,40,0,1133413,1,0,40,0,0.43902439,1,0
11,125,0,0,16,0,2,5,0,0,1133421,1,0,0,1,0.856,1,2
12,271,5,4,21,1,2,7,0,40,1133488,1,40,40,0,0.43911439,1,0
6,110,30,2,7,0,2,6,0,30,1133520,1,30,30,1,0.85454545,1,2
12,158,1,3,13,0,2,12,50,40,1133538,1,40,90,0,0.33544304,1,0
12,187,6,0,15,0,1,7,0,40,1133587,1,40,40,1,0.9144385,1,2
8,303,2,4,12,1,4,4,40,36,1133603,1,36,76,1,0.68316832,1,2
8,162,3,4,15,0,4,6,45,0,1133611,1,0,45,1,0.7345679,1,2
12,122,0,0,19,0,2,10,50,40,1133637,1,40,90,0,0.36885246,1,0
14,185,7,11,17,0,3,8,40,38,1133660,1,38,78,1,0.92432432,1,2
12,139,3,15,17,2,4,5,40,32,1133694,1,32,72,1,0.74820144,1,2
12,126,0,0,12,2,4,5,40,12,1133744,1,12,52,1,0.73015873,1,2
8,58,3,10,12,0,2,3,35,16,1133769,1,16,51,0,0.48275862,1,0
9,144,0,0,14,0,2,8,55,38,1133785,1,38,93,1,0.58333333,1,2
10,291,0,0,16,1,4,4,40,12,1133793,1,12,52,1,0.61512027,1,2
14,225,0,0,18,2,4,11,40,40,1133827,1,40,80,0,0.46666667,1,0
13,58,8,1,14,0,2,10,40,32,1133850,1,32,72,1,0.89655172,1,2
12,49,0,0,14,0,4,5,40,0,1133884,1,0,40,1,0.65306122,1,2
12,146,15,3,17,0,4,9,40,40,1133918,1,40,80,0,0.31506849,1,0
9,113,0,3,17,1,3,3,0,40,1133926,1,40,40,1,0.69026549,1,2
10,37,5,3,6,1,2,3,0,0,1133934,1,0,0,1,0.94594595,1,2
12,108,0,0,12,0,2,1,40,20,1133983,1,20,60,1,0.73148148,1,2
12,142,2,4,16,1,3,5,0,50,1133991,1,50,50,1,0.66197183,1,2
16,89,0,7,19,2,3,4,50,35,1134098,1,35,85,1,0.5505618,1,2
14,320,9,9,17,0,4,5,40,0,1134106,1,0,40,1,0.99375,1,2
11,92,9,3,12,0,2,4,50,45,1134130,1,45,95,1,0.9673913,1,2
16,219,0,12,16,1,4,9,40,40,1134163,1,40,80,1,0.6347032,1,2
8,55,4,0,10,0,2,2,0,27,1134171,1,27,27,0,0.38181818,1,0
11,113,0,3,19,1,4,11,40,30,1134189,1,30,70,1,0.65486726,1,2
12,139,17,10,17,2,4,6,40,40,1134270,1,40,80,0,0.46043165,1,0
10,255,10,0,9,0,4,7,40,40,1134296,1,40,80,1,0.6,1,2
12,71,0,6,13,0,6,2,0,40,1134304,1,40,40,1,0.94366197,1,2
12,80,0,1,12,0,4,4,60,0,1134338,1,0,60,1,0.7875,1,2
10,57,0,2,18,1,2,6,50,25,1134379,1,25,75,1,0.73684211,1,2
14,173,2,9,15,0,4,8,42,42,1134387,1,42,84,1,0.6300578,1,2
12,79,0,2,16,0,2,10,40,40,1134395,1,40,80,1,0.96202532,1,2
6,464,18,25,13,1,4,4,40,32,1134411,1,32,72,0,0.17241379,1,0
11,110,0,0,17,0,4,6,40,40,1134437,1,40,80,1,0.74545455,1,2
4,31,4,1,14,1,1,5,0,45,1134478,1,45,45,1,0.83870968,2,2
12,23,5,11,15,0,2,4,0,0,1134486,1,0,0,1,0.86956522,1,2
12,86,0,5,18,2,4,7,40,40,1134494,1,40,80,1,0.69767442,1,2
12,127,0,0,16,2,2,13,40,60,1134569,1,60,100,1,0.63779528,1,2
10,53,0,0,14,0,4,6,65,40,1134601,1,40,105,1,0.50943396,1,2
12,256,0,1,17,1,4,8,58,28,1134650,1,28,86,1,0.7890625,1,2
12,48,6,0,14,1,2,5,0,24,1134676,1,24,24,1,0.75,1,2
8,310,0,5,15,0,3,6,24,40,1134684,1,40,64,0,0.22903226,1,0
11,43,6,2,13,0,4,5,0,0,1134692,1,0,0,1,0.51162791,1,2
8,162,3,4,16,0,4,8,50,37,1134718,1,37,87,0,0.38888889,1,0
11,100,4,0,12,0,2,5,40,0,1134734,1,0,40,0,0.46,1,0
11,106,9,8,20,1,4,9,40,25,1134742,1,25,65,1,0.83962264,1,2
10,128,0,0,14,2,3,5,35,35,1134890,1,35,70,0,0.390625,1,0
12,89,9,3,9,0,1,4,0,40,1135004,1,40,40,1,0.84269663,1,2
11,81,0,0,15,0,2,4,20,25,1135079,1,25,45,0,0.14814815,1,0
12,201,31,27,10,1,5,6,45,32,1135087,1,32,77,1,0.86069652,1,2
10,68,0,0,13,2,2,6,40,45,1135095,1,45,85,1,0.75,1,2
10,77,0,5,13,0,3,10,50,37,1135145,1,37,87,1,0.51948052,1,2
7,115,0,0,13,2,3,5,0,0,1135251,1,0,0,1,0.6173913,1,2
10,168,4,0,14,0,3,5,40,30,1135285,1,30,70,1,0.55357143,1,2
9,32,0,0,12,0,1,4,0,0,1135319,1,0,0,1,0.8125,1,2
9,117,0,0,9,1,4,2,9,0,1135335,1,0,9,1,0.92307692,2,2
10,96,0,0,13,0,1,6,0,60,1135343,1,60,60,1,0.84375,1,2
16,366,4,9,20,2,6,7,60,35,1135350,1,35,95,1,0.69672131,1,2
14,193,4,11,14,1,4,6,40,40,1135368,1,40,80,0,0.22279793,1,0
12,179,3,7,19,0,3,5,40,20,1135400,1,20,60,1,0.57541899,1,2
8,45,0,0,6,0,2,3,0,40,1135509,1,40,40,1,0.71111111,2,2
10,70,1,2,14,0,2,4,0,45,1135525,1,45,45,1,0.67142857,1,2
10,102,0,0,8,0,2,2,0,0,1135558,1,0,0,1,0.71568627,1,2
12,278,10,13,10,1,2,3,0,0,1135574,1,0,0,1,0.65107914,1,2
12,134,0,1,12,1,2,5,32,5,1135616,1,5,37,1,0.88059701,1,2
6,117,0,0,14,0,2,5,40,40,1135632,1,40,80,0,0.46153846,1,0
8,52,0,0,10,0,2,9,50,20,1135731,1,20,70,1,0.61538462,1,2
10,28,0,1,16,1,2,4,0,25,1135855,1,25,25,1,0.64285714,1,2
6,220,9,4,13,0,2,3,0,51,1135962,1,51,51,0,0.22272727,2,0
14,134,12,5,14,0,2,7,30,45,1135970,1,45,75,1,0.81343284,1,2
12,83,5,10,17,0,2,4,40,0,1135996,1,0,40,1,0.77108434,1,2
4,13,0,0,15,0,1,5,0,40,1136002,1,40,40,1,0.84615385,2,2
13,132,3,7,12,1,2,7,45,40,1136010,1,40,85,1,0.72727273,1,2
12,108,12,6,16,0,2,2,0,0,1136044,1,0,0,1,0.85185185,1,2
10,96,1,0,14,0,3,5,0,40,1136069,1,40,40,1,0.61458333,2,2
8,100,0,0,14,2,2,7,50,40,1136077,1,40,90,1,0.69,1,2
10,235,5,0,13,0,2,4,40,45,1136119,1,45,85,1,0.74042553,1,2
8,156,0,12,11,3,4,6,45,30,1136127,1,30,75,1,0.69230769,1,2
13,197,9,23,13,0,2,4,0,35,1136143,1,35,35,1,0.58375635,1,2
16,138,6,5,19,1,3,14,60,0,1136168,1,0,60,1,0.91304348,1,2
10,122,8,3,13,0,2,2,0,0,1136184,1,0,0,1,0.79508197,1,2
13,224,0,0,14,1,2,8,45,45,1136226,1,45,90,1,0.75892857,1,2
14,161,0,1,18,1,4,12,30,37,1136234,1,37,67,0,0.14906832,1,0
10,122,11,1,16,2,2,5,50,20,1136242,1,20,70,1,0.87704918,1,2
12,188,11,21,15,0,2,11,40,40,1136267,1,40,80,1,0.51595745,1,2
7,11,0,0,14,0,1,5,0,55,1136291,1,55,55,1,1,1,2
10,396,5,14,14,1,4,5,45,36,1136309,1,36,81,1,0.83080808,1,2
8,28,5,0,8,0,2,3,40,0,1136325,1,0,40,0,0.03571429,1,0
5,47,0,1,14,2,2,6,40,50,1136341,1,50,90,1,0.74468085,2,2
9,109,1,5,13,1,4,6,50,40,1136440,1,40,90,1,0.73394495,1,2
10,145,0,3,16,1,3,5,42,20,1136457,1,20,62,1,0.74482759,1,2
12,286,0,2,15,1,3,9,45,45,1136481,1,45,90,0,0.11188811,1,0
8,75,1,5,17,1,2,6,50,30,1136507,1,30,80,1,0.86666667,1,2
15,192,0,0,18,0,7,7,45,30,1136515,1,30,75,1,0.671875,1,2
12,136,6,0,17,0,1,3,0,0,1136549,1,0,0,1,0.89705882,1,2
2,95,0,0,8,0,1,1,0,0,1136572,1,0,0,1,0.81052632,2,2
14,118,10,5,19,1,5,14,45,0,1136580,1,0,45,1,0.94915254,1,2
12,252,0,0,16,1,4,6,46,40,1136598,1,40,86,1,0.61904762,1,2
2,97,0,3,12,1,1,5,0,50,1136606,1,50,50,0,0.41237113,2,0
8,59,0,0,5,0,1,4,41,0,1136614,1,0,41,1,0.96610169,1,2
9,204,3,2,8,0,3,7,40,40,1136630,1,40,80,1,0.60294118,1,2
11,165,0,1,17,1,4,6,40,40,1136713,1,40,80,1,0.78787879,1,2
11,91,6,4,12,0,3,10,42,46,1136721,1,46,88,1,0.53846154,1,2
8,239,1,5,12,1,1,1,0,0,1136879,1,0,0,1,0.66527197,1,2
14,499,6,1,13,2,4,7,50,54,1136911,1,54,104,1,0.51503006,1,2
10,48,4,9,9,0,1,2,0,0,1136952,1,0,0,1,0.83333333,1,2
10,54,1,0,15,0,3,10,40,40,1136978,1,40,80,1,0.62962963,1,2
12,161,4,1,17,1,4,13,80,0,1137018,1,0,80,1,0.85093168,1,2
8,120,5,11,12,2,4,5,42,0,1137117,1,0,42,0,0.46666667,2,0
9,66,9,3,17,1,3,10,42,50,1137125,1,50,92,0,0.21212121,1,0
10,173,4,1,11,1,3,8,40,0,1137141,1,0,40,0,0.3583815,1,0
16,123,4,1,16,1,2,6,60,20,1137208,1,20,80,1,0.69918699,1,2
8,176,0,0,14,0,2,3,0,36,1137232,1,36,36,1,0.72727273,2,2
14,131,5,14,17,1,4,10,55,30,1137257,1,30,85,1,0.78625954,1,2
10,296,5,23,14,0,4,5,60,0,1137273,1,0,60,1,0.76013514,1,2
12,398,6,6,14,2,3,4,35,0,1137299,1,0,35,0,0.13065327,1,0
8,321,0,0,10,1,4,6,50,40,1137356,1,40,90,1,0.5482866,1,2
13,88,0,6,16,0,2,7,35,10,1137364,1,10,45,1,0.70454545,1,2
8,92,3,3,10,1,3,9,32,40,1137372,1,40,72,1,0.86956522,1,2
10,124,0,0,14,2,3,6,50,40,1137422,1,40,90,1,0.56451613,1,2
6,29,0,0,13,0,1,1,0,0,1137471,1,0,0,1,0.72413793,2,2
12,43,0,0,6,4,2,6,48,0,1137505,1,0,48,1,0.6744186,1,2
8,269,37,30,13,0,2,5,0,0,1137554,1,0,0,1,0.72490706,1,2
14,135,2,2,14,1,4,7,45,30,1137562,1,30,75,1,0.96296296,1,2
6,38,4,0,5,1,1,2,0,0,1137596,1,0,0,1,0.84210526,1,2
13,85,0,0,13,0,2,11,40,32,1137612,1,32,72,1,0.82352941,1,2
8,127,9,0,9,0,3,4,36,0,1137646,1,0,36,1,1,1,2
8,53,0,1,9,0,1,3,0,0,1137653,1,0,0,1,0.90566038,1,2
14,327,15,5,19,0,5,6,50,50,1137679,1,50,100,0,0.48929664,1,0
14,106,0,4,15,1,3,10,50,0,1137711,1,0,50,1,0.53773585,1,2
2,84,0,0,10,0,1,6,0,40,1137794,1,40,40,1,0.86904762,1,2
8,262,4,12,16,0,1,2,0,0,1137810,1,0,0,1,0.8740458,1,2
12,143,0,1,12,0,3,7,60,0,1137828,1,0,60,1,0.66433566,1,2
4,65,0,5,8,0,1,2,0,0,1137836,1,0,0,1,0.96923077,2,2
6,129,0,0,6,0,5,1,40,0,1137885,1,0,40,1,0.63565891,1,2
10,110,1,14,13,1,3,7,50,40,1137935,1,40,90,0,0.43636364,1,0
12,182,3,0,17,0,3,10,55,40,1137943,1,40,95,0,0.5,1,0
4,9,0,0,2,0,1,1,0,0,1137968,1,0,0,1,0.88888889,1,2
11,85,4,0,10,0,2,3,20,28,1137992,1,28,48,1,0.78823529,1,2
12,308,12,47,14,1,3,4,0,0,1138016,1,0,0,1,0.81168831,1,2
9,181,2,2,18,1,2,12,40,30,1138024,1,30,70,1,0.70718232,1,2
14,33,2,5,11,0,2,7,0,0,1138040,1,0,0,1,0.84848485,1,2
6,101,0,0,15,3,2,8,40,40,1138107,1,40,80,0,0.33663366,2,0
4,104,0,0,12,1,2,3,0,45,1138131,1,45,45,1,0.60576923,1,2
10,162,2,13,12,1,3,8,40,0,1138149,1,0,40,1,0.88888889,1,2
10,89,8,10,8,0,2,3,0,0,1138156,1,0,0,1,0.78651685,1,2
7,50,0,0,13,1,3,7,47,40,1138222,1,40,87,1,0.7,2,2
9,357,6,7,10,0,2,2,0,0,1138248,1,0,0,0,0.19047619,1,0
12,142,0,0,12,0,4,7,45,35,1138289,1,35,80,1,0.5915493,1,2
10,104,0,1,7,0,2,5,0,40,1138313,1,40,40,0,0.45192308,1,0
10,159,9,2,14,2,3,4,40,43,1138321,1,43,83,0,0.3081761,1,0
10,80,0,0,12,3,2,9,0,40,1138362,1,40,40,1,0.625,1,2
12,153,0,0,18,0,1,2,0,0,1138404,1,0,0,1,0.68627451,1,2
6,57,1,0,10,0,4,3,0,40,1138412,1,40,40,1,0.73684211,2,2
11,111,0,5,7,1,2,3,40,0,1138420,1,0,40,1,0.71171171,1,2
3,53,0,0,7,0,1,3,42,0,1138503,1,0,42,1,0.71698113,2,2
11,79,8,9,14,0,2,5,0,0,1138529,1,0,0,1,0.93670886,1,2
9,38,2,2,13,0,2,6,24,32,1138578,1,32,56,1,0.81578947,1,2
10,63,0,1,16,0,2,8,3,0,1138586,1,0,3,1,0.66666667,1,2
10,129,5,1,13,0,3,3,40,40,1138628,1,40,80,0,0.42635659,1,0
14,101,9,7,18,0,3,7,0,20,1138644,1,20,20,1,0.7029703,1,2
14,77,0,1,19,0,1,5,0,45,1138651,1,45,45,1,0.5974026,1,2
12,182,7,5,14,0,2,6,50,25,1138727,1,25,75,1,0.91208791,1,2
14,241,6,2,15,0,5,5,45,24,1138768,1,24,69,1,0.70539419,1,2
8,228,11,2,16,0,5,6,60,0,1138776,1,0,60,1,0.80701754,1,2
11,19,3,2,14,0,2,4,0,25,1138792,1,25,25,1,0.94736842,1,2
12,129,9,5,12,0,2,9,40,40,1138800,1,40,80,1,0.66666667,1,2
12,95,3,0,19,0,2,4,10,0,1138834,1,0,10,1,0.82105263,1,2
9,211,7,3,10,0,2,3,0,0,1138875,1,0,0,1,0.82464455,1,2
12,130,7,9,12,1,3,7,40,0,1138883,1,0,40,1,0.61538462,1,2
14,124,0,0,15,1,5,8,60,40,1138933,1,40,100,1,0.84677419,1,2
9,161,6,0,9,0,2,4,0,0,1138974,1,0,0,1,0.98757764,3,2
6,124,0,0,8,6,1,2,0,0,1139022,1,0,0,1,0.85483871,1,2
8,48,4,2,4,1,1,2,0,0,1139048,1,0,0,1,0.875,1,2
10,65,0,0,10,0,2,3,0,0,1139105,1,0,0,1,0.8,1,2
8,134,11,18,12,0,2,4,0,0,1139113,1,0,0,1,0.86567164,1,2
6,30,0,0,11,3,2,7,0,40,1139139,1,40,40,1,0.53333333,1,2
13,34,0,3,13,0,2,8,0,0,1139147,1,0,0,1,0.91176471,1,2
14,318,7,3,16,2,5,6,60,40,1139170,1,40,100,1,0.82704403,1,2
14,242,0,0,16,0,5,8,40,40,1139212,1,40,80,0,0.31404959,1,0
12,96,3,4,14,2,5,5,47,0,1139295,1,0,47,0,0.35416667,1,0
9,145,27,6,13,0,2,3,0,0,1139311,1,0,0,1,0.79310345,1,2
12,379,5,4,6,1,3,2,0,0,1139352,1,0,0,0,0.14775726,1,0
14,32,0,0,11,0,1,6,0,40,1139360,1,40,40,1,0.78125,1,2
13,20,3,0,13,0,2,9,40,0,1139402,1,0,40,1,0.7,1,2
10,55,2,6,14,2,1,3,0,40,1139444,1,40,40,1,0.81818182,1,2
2,44,3,7,4,0,1,4,0,0,1139485,1,0,0,1,0.72727273,2,2
4,42,0,16,8,0,1,1,0,0,1139493,1,0,0,0,0.07142857,2,0
13,134,5,4,19,2,2,4,55,20,1139543,1,20,75,1,0.87313433,1,2
11,129,0,0,14,2,5,11,55,30,1139568,1,30,85,1,0.72868217,1,2
12,38,8,9,16,0,2,10,30,20,1139592,1,20,50,1,1,1,2
8,183,12,9,8,0,1,3,0,0,1139667,1,0,0,1,0.8852459,1,2
8,184,4,0,11,0,2,6,0,0,1139691,1,0,0,1,0.69021739,1,2
14,123,13,7,18,1,2,11,55,50,1139725,1,50,105,0,0.28455285,1,0
9,122,7,2,4,0,1,1,0,0,1139733,1,0,0,1,0.69672131,1,2
14,122,2,2,17,1,3,6,40,35,1139741,1,35,75,0,0.2295082,1,0
2,45,0,8,12,0,1,2,0,0,1139782,1,0,0,1,0.73333333,2,2
12,218,0,1,14,1,3,8,50,40,1139824,1,40,90,1,0.64678899,1,2
8,291,18,1,11,0,2,6,0,0,1139865,1,0,0,1,0.90378007,1,2
15,164,3,0,16,1,4,10,40,24,1140129,1,24,64,1,0.73780488,1,2
8,63,0,2,21,1,4,11,50,24,1140137,1,24,74,1,0.65079365,1,2
6,122,3,8,11,0,2,5,0,40,1140152,1,40,40,0,0.08196721,1,0
5,117,4,2,12,0,1,4,0,45,1140178,1,45,45,1,0.62393162,1,2
10,17,8,0,11,1,2,4,0,0,1140186,1,0,0,1,1,1,2
10,108,17,6,16,0,2,6,0,0,1140194,1,0,0,1,0.53703704,1,2
15,245,5,29,16,0,4,5,40,18,1140236,1,18,58,1,0.67346939,1,2
6,97,5,20,13,0,2,5,34,45,1140293,1,45,79,0,0.43298969,1,0
10,61,4,13,14,0,2,3,15,10,1140343,1,10,25,1,0.86885246,1,2
13,232,19,20,12,2,4,7,40,35,1140350,1,35,75,1,0.60775862,1,2
10,209,2,6,14,0,3,4,0,0,1140392,1,0,0,1,0.65550239,1,2
14,285,3,1,14,1,2,5,0,15,1140426,1,15,15,1,0.82105263,1,2
12,88,5,0,10,0,2,3,0,0,1140434,1,0,0,1,0.84090909,1,2
10,82,3,0,8,0,2,2,0,0,1140442,1,0,0,1,0.95121951,1,2
10,50,7,2,14,0,1,3,0,0,1140509,1,0,0,1,0.68,1,2
6,50,0,13,10,0,1,2,0,10,1140517,1,10,10,1,0.86,2,2
8,124,1,9,10,1,2,5,40,0,1140525,1,0,40,1,0.95967742,1,2
14,77,1,0,15,0,5,4,40,40,1140533,1,40,80,1,0.50649351,1,2
15,132,5,10,15,1,5,11,40,50,1140558,1,50,90,0,0.46212121,1,0
10,55,0,4,11,0,1,2,0,0,1140582,1,0,0,1,0.65454545,1,2
12,185,0,0,17,1,2,7,40,40,1140590,1,40,80,1,0.72432432,1,2
12,172,7,6,10,0,2,3,0,0,1140632,1,0,0,1,0.77906977,1,2
6,246,10,1,12,1,3,3,0,0,1140665,1,0,0,0,0.39430894,1,0
12,127,5,4,14,2,5,8,40,0,1140681,1,0,40,1,0.79527559,1,2
9,134,33,27,13,0,1,3,0,0,1140699,1,0,0,1,0.68656716,1,2
